"Ranking","Rating","Team"
1,24.0750036253188,"Ohio_St"
2,13.6026801626687,"Alabama"
3,7.06623761113193,"Oklahoma"
4,6.63575724960908,"LSU"
5,5.22486339237966,"Wisconsin"
6,5.17963821873228,"Georgia"
7,5.03360384972214,"Auburn"
8,4.75290131270486,"Penn_St"
9,4.67253844548788,"Michigan_St"
10,4.47818742693906,"Florida"
11,4.16196179967461,"UCF"
12,4.10628901308639,"Clemson"
13,4.04422387290335,"Notre_Dame"
14,4.01933551486163,"Missouri"
15,3.99998599956118,"Oregon"
16,3.79890967997394,"Texas"
17,3.49406861419438,"Washington"
18,2.88659021710092,"Oklahoma_St"
19,2.80474519065455,"Iowa_St"
20,2.6817545512904,"Baylor"
21,2.58888983259007,"California"
22,2.55842173259203,"North_Carolina"
23,2.50910052158049,"South_Carolina"
24,2.45780144112068,"Mississippi"
25,2.44971225057999,"Memphis"
26,2.43256272658956,"Arizona_St"
27,2.35945428557784,"Texas_A&M"
28,2.29245333623388,"FL_Atlantic"
29,2.24454973702618,"Utah"
30,2.22450818013697,"USC"
31,2.19945397558287,"Pittsburgh"
32,2.19153191779415,"SMU"
33,2.1553698816657,"Stanford"
34,2.10229124358652,"Iowa"
35,2.09039372965544,"Wyoming"
36,2.06616242624342,"Virginia"
37,1.94543403913656,"Tulane"
38,1.85546225755214,"Michigan"
39,1.81218316916053,"Appalachian_St"
41,1.76370849634893,"Houston"
42,1.73563450897765,"Wake_Forest"
43,1.66643439766502,"TCU"
44,1.63118066953662,"Boise_St"
45,1.571093594989,"Miami_FL"
46,1.52574713894008,"Northwestern"
47,1.46926381328622,"Cincinnati"
48,1.42201200785086,"Tulsa"
49,1.40536312773425,"Florida_St"
50,1.37847220627258,"Colorado"
51,1.37810428126829,"Kentucky"
52,1.36864152799167,"Oregon_St"
53,1.34534822958647,"Navy"
54,1.33320001403318,"Kansas_St"
55,1.31515812669752,"Air_Force"
56,1.27620443494412,"West_Virginia"
57,1.23762067918282,"Arizona"
58,1.23120572706555,"Washington_St"
59,1.20105411395939,"Louisiana"
60,1.19973022023689,"Louisville"
62,1.13062763777743,"Mississippi_St"
63,1.11907763401633,"Hawaii"
64,1.09173189452655,"Army"
65,1.07844398005337,"Indiana"
66,1.06123912173173,"Kansas"
67,1.03529374690112,"Arkansas"
68,1.03265899283665,"Utah_St"
69,1.02956741307726,"Minnesota"
70,1.0233332597446,"BYU"
71,1.00880400126015,"UCLA"
72,1.00316982095161,"Texas_Tech"
73,0.996152971208317,"Duke"
74,0.979865792181763,"Fresno_St"
75,0.974247105458208,"Boston_College"
76,0.972636940592,"Nebraska"
78,0.933241636772046,"San_Diego_St"
79,0.920379226297681,"Toledo"
80,0.889036613280854,"North_Texas"
81,0.868765446057767,"Vanderbilt"
82,0.853640750975003,"W_Michigan"
85,0.813249420385708,"Rice"
86,0.79675799313474,"Purdue"
87,0.790143444682774,"Ball_St"
88,0.783510622475015,"NC_State"
90,0.716635854054867,"Virginia_Tech"
91,0.712480944524718,"Tennessee"
93,0.684710331511507,"Coastal_Car"
95,0.650120222309811,"San_Jose_St"
96,0.623357885330656,"Maryland"
98,0.60833947022346,"Ohio"
99,0.598336409313079,"C_Michigan"
100,0.596663643239742,"ULM"
101,0.594362002236492,"Colorado_St"
102,0.590044428044915,"UAB"
103,0.576711860584088,"Arkansas_St"
104,0.571797485603158,"Texas_St"
105,0.570634123475181,"Louisiana_Tech"
107,0.569241419775256,"WKU"
108,0.542623010879671,"Temple"
109,0.539041103323867,"Buffalo"
112,0.498975642681162,"Syracuse"
113,0.496309229065354,"Marshall"
114,0.488626823179793,"N_Illinois"
116,0.475591002340115,"Georgia_St"
117,0.474443656339911,"Charlotte"
118,0.445006675455413,"Illinois"
119,0.443607176448911,"Old_Dominion"
120,0.425396403305172,"Liberty"
121,0.40775760336392,"E_Michigan"
122,0.39664398808585,"Florida_Intl"
123,0.388712473229238,"Miami_OH"
124,0.381867777723369,"Troy"
126,0.371490303549249,"Georgia_Tech"
128,0.348328279734164,"MTSU"
129,0.343089572347694,"East_Carolina"
131,0.340263898537129,"Ga_Southern"
132,0.339896498727338,"UNLV"
138,0.289136151705466,"South_Florida"
139,0.285078912201689,"Nevada"
142,0.280476535027379,"Southern_Miss"
143,0.278426715095337,"South_Alabama"
151,0.23837710094769,"New_Mexico_St"
154,0.231610538525865,"Kent"
163,0.214008945565742,"New_Mexico"
172,0.185360391123521,"Connecticut"
179,0.164295775691807,"Rutgers"
187,0.138484328853603,"UT_San_Antonio"
195,0.114282354819826,"UTEP"
197,0.110534305161954,"Akron"
228,0.0567913308354032,"Massachusetts"
243,0.0359266806734524,"Bowling_Green"
