"Ranking","Rating","Team"
1,22.2372284207748,"Ohio_St"
2,10.3527312003036,"Alabama"
3,7.34748260426238,"Clemson"
4,6.11320444667534,"LSU"
5,5.17860455160236,"Auburn"
6,4.8985465461285,"Wisconsin"
7,4.86213507171017,"Oklahoma"
8,4.63362262194019,"Penn_St"
9,4.47858247969454,"Oregon"
10,4.42327574665595,"Florida"
11,4.36820182816495,"Utah"
12,4.27565289725205,"Georgia"
13,3.47472285217046,"UCF"
14,3.38041675787891,"Texas_A&M"
15,3.35347204237067,"Michigan"
16,3.04643706163459,"Washington"
17,2.99358995402397,"Baylor"
18,2.72553059348352,"Memphis"
19,2.71778282773496,"Texas"
20,2.71304730394576,"Iowa_St"
21,2.71263768392058,"Oklahoma_St"
22,2.6912834654574,"Kansas_St"
23,2.65778071663634,"Navy"
24,2.63014253212122,"Iowa"
25,2.4503319971245,"Michigan_St"
26,2.40802248215157,"South_Carolina"
27,2.30957763020396,"FL_Atlantic"
28,2.3034005606345,"North_Carolina"
29,2.11970506408583,"TCU"
30,2.08719371883758,"Mississippi"
31,2.08158406996954,"USC"
32,2.07683466559357,"Notre_Dame"
33,2.0725019247308,"SMU"
34,2.00894199893659,"Minnesota"
35,1.95944045714583,"Virginia"
37,1.93757248876947,"Tennessee"
38,1.93419921864201,"Missouri"
39,1.91872111454017,"Miami_FL"
40,1.90173264590873,"Air_Force"
41,1.87530446555435,"Washington_St"
42,1.87244325697029,"Tulane"
43,1.74126257980507,"Mississippi_St"
44,1.72896772550204,"Appalachian_St"
45,1.72403761728486,"Pittsburgh"
46,1.66076363131653,"Boise_St"
47,1.65054802791263,"Cincinnati"
48,1.62822761337972,"Illinois"
49,1.61902082552667,"Kentucky"
50,1.60983246363474,"Wake_Forest"
51,1.5199021117509,"Arizona_St"
52,1.42893431688906,"Houston"
53,1.41023752277259,"California"
54,1.3445570490025,"Stanford"
55,1.33951033885657,"Louisiana"
56,1.3210613028445,"UCLA"
57,1.31824220166227,"BYU"
58,1.30208192316348,"Florida_St"
59,1.2983931466394,"Texas_Tech"
60,1.23651060607368,"Tulsa"
61,1.21643915440806,"Indiana"
62,1.1965732002541,"Purdue"
63,1.15724708903309,"Louisville"
64,1.15372157985707,"Wyoming"
65,1.13502561976152,"Army"
66,1.06766900019671,"Duke"
68,1.06065534308355,"Virginia_Tech"
69,1.06054850764857,"Kansas"
70,1.05929417670059,"Oregon_St"
71,0.999374464047589,"West_Virginia"
72,0.996852419470192,"San_Diego_St"
73,0.988762255927821,"Marshall"
74,0.983920511814568,"Fresno_St"
75,0.937055143382895,"Boston_College"
76,0.924964510992973,"W_Michigan"
77,0.921301859208522,"Arizona"
78,0.904269700100991,"WKU"
79,0.867390588839579,"Vanderbilt"
81,0.85127658362178,"Colorado"
83,0.842889743052061,"Georgia_St"
84,0.837487358874658,"Ball_St"
85,0.832641476327595,"Nebraska"
86,0.828587288807349,"Northwestern"
87,0.794007591952568,"Buffalo"
88,0.790912881774456,"Hawaii"
89,0.778149061215222,"Utah_St"
91,0.767919416212754,"Ga_Southern"
92,0.763407856182891,"San_Jose_St"
93,0.757458377109945,"Temple"
95,0.748828373729896,"C_Michigan"
96,0.723374665624303,"Arkansas"
97,0.722686050941207,"Ohio"
99,0.693905756526476,"Arkansas_St"
100,0.690955022838588,"MTSU"
101,0.689299279153465,"North_Texas"
102,0.686482181265898,"Georgia_Tech"
103,0.652423917659502,"E_Michigan"
104,0.651129649656898,"East_Carolina"
105,0.646556389618039,"UAB"
106,0.642311933274049,"Toledo"
107,0.639163069001282,"Coastal_Car"
108,0.635827557828867,"Syracuse"
109,0.631066599229504,"Rice"
110,0.618375668363375,"N_Illinois"
111,0.607492247693718,"Colorado_St"
112,0.588147437701486,"Louisiana_Tech"
113,0.585244504175877,"NC_State"
114,0.583982755073803,"South_Florida"
116,0.518757657892229,"Maryland"
119,0.503886487335366,"Charlotte"
120,0.485092443576829,"Liberty"
121,0.481519034546414,"Florida_Intl"
122,0.480631435060487,"Southern_Miss"
123,0.467947556880329,"UNLV"
124,0.454034096635395,"Miami_OH"
126,0.431623499434409,"ULM"
127,0.426577723322826,"Old_Dominion"
128,0.409588480772688,"Troy"
129,0.399771827243234,"Texas_St"
130,0.393416086722647,"Nevada"
143,0.323841446118493,"New_Mexico"
152,0.286371869970388,"Connecticut"
157,0.263793271431038,"UT_San_Antonio"
159,0.263226773706761,"South_Alabama"
162,0.253213958100871,"Kent"
167,0.24052370225292,"Rutgers"
180,0.191071380950507,"New_Mexico_St"
188,0.159514760385257,"UTEP"
190,0.15133266481222,"Bowling_Green"
209,0.112839438284822,"Akron"
243,0.0465841863660449,"Massachusetts"
